model,condition,price,quantity,seller,geographic_region,listing_age,source_url,source_type,bulk_notes,title,canonical_model,match_type,match_score,is_valid_gpu,unknown_reason,match_notes,vram_gb,tdp_w,mig_capable,slots,form_factor,nvlink,generation,cuda_cores,pcie_generation,notes,warnings,quantization_capacity
NV A5000 GRAPHICS CARD,New,2641.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/nv-a5000-graphics-card,Shopify_Wamatek,"SKU: 195892022633, Vendor: LENOVO OPTIONS",NV A5000 GRAPHICS CARD,RTX_A6000,fuzzy,0.6400000000000001,True,,fuzzy: matched 'A6000' with score 80.0,48.0,300.0,0.0,2.0,Dual-slot,True,Ampere,10752.0,4.0,,,
Radeon HD 5570,New,167.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/visiontek-amd-radeon-hd-5570-graphic-card-1-gb-gddr3-low-profile,Shopify_Wamatek,"SKU: 784090035004, Vendor: VisionTek Products, LLC",VisionTek AMD Radeon HD 5570 Graphic Card - 1 GB GDDR3 - Low-profile,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
RTX 6000,New,6733.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/pny-nvidia-rtx-6000-ada-graphic-card-48-gb-gddr6,Shopify_Wamatek,"SKU: 751492767246, Vendor: PNY Technologies",PNY NVIDIA RTX 6000 Ada Graphic Card - 48 GB GDDR6,RTX_6000_ADA,regex,0.9,True,,regex: matched pattern 'RTX_6000_ADA' on text 'NVIDIA RTX 6000 Ada',48.0,300.0,4.0,2.0,Dual-slot,True,Ada,18176.0,4.0,,,
Lenovo NVIDIA RTX A5500,New,4700.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/lenovo-nvidia-rtx-a5500-graphic-card-24-gb-gddr6,Shopify_Wamatek,"SKU: 195892072874, Vendor: Lenovo Group Limited",Lenovo NVIDIA RTX A5500 Graphic Card - 24 GB GDDR6,RTX_A5500,fuzzy,0.8,True,,fuzzy: matched 'NVIDIA RTX A5500' with score 100.0,24.0,230.0,0.0,2.0,Dual-slot,True,Ampere,7424.0,4.0,,,
RTX 4070 Ti,New,836.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/msi-nvidia-geforce-rtx-4070-ti-graphic-card-12-gb-gddr6x-3,Shopify_Wamatek,"SKU: 824142306451, Vendor: MSI",MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,RTX_4070_TI,regex,0.9,True,,regex: matched pattern 'RTX_4070_TI' on text 'GeForce RTX 4070 Ti',12.0,285.0,0.0,2.0,Dual-slot,False,Ada,7680.0,4.0,,,
RTX 3060,New,259.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/msi-nvidia-geforce-rtx-3060-graphic-card-8-gb-gddr6-1,Shopify_Wamatek,"SKU: 824142306956, Vendor: MSI",MSI NVIDIA GeForce RTX 3060 Graphic Card - 8 GB GDDR6,RTX_3060,regex,0.9,True,,regex: matched pattern 'RTX_3060' on text 'GeForce RTX 3060',12.0,170.0,0.0,2.0,Dual-slot,False,Ampere,3584.0,4.0,,,
RTX 3060 Ti,New,369.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/msi-nvidia-geforce-rtx-3060-ti-graphic-card-8-gb-gddr6x,Shopify_Wamatek,"SKU: 824142307953, Vendor: MSI",MSI NVIDIA GeForce RTX 3060 Ti Graphic Card - 8 GB GDDR6X,RTX_3060_TI,regex,0.9,True,,regex: matched pattern 'RTX_3060_TI' on text 'GeForce RTX 3060 Ti',8.0,200.0,0.0,2.0,Dual-slot,False,Ampere,4864.0,4.0,,,
RTX 4070,New,676.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/tuf-nvidia-geforce-rtx-4070-graphic-card-12-gb-gddr6x,Shopify_Wamatek,"SKU: 197105134799, Vendor: ASUS Computer International",TUF NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,RTX_4070,regex,0.9,True,,regex: matched pattern 'RTX_4070' on text 'GeForce RTX 4070',12.0,200.0,0.0,2.0,Dual-slot,False,Ada,5888.0,4.0,,,
NVIDIA NVIDIA Quadro RTX,New,6553.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/nvidia-nvidia-quadro-rtx-a6000-graphic-card-48-gb-gddr6-full-height-low-profile,Shopify_Wamatek,"SKU: 812674025292, Vendor: NVIDIA Corporation",NVIDIA NVIDIA Quadro RTX A6000 Graphic Card - 48 GB GDDR6 - Full-height/Low-profile,RTX_A6000,regex,0.9,True,,regex: matched pattern 'RTX_A6000' on text 'RTX A6000',48.0,300.0,0.0,2.0,Dual-slot,True,Ampere,10752.0,4.0,,,
RTX 4000,New,1202.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/nvidia-nvidia-rtx-4000-ada-graphic-card-20-gb-gddr6-full-height,Shopify_Wamatek,"SKU: 812674025469, Vendor: NVIDIA Corporation",NVIDIA NVIDIA RTX 4000 Ada Graphic Card - 20 GB GDDR6 - Full-height,RTX_4000_SFF_ADA,regex,0.9,True,,regex: matched pattern 'RTX_4000_SFF_ADA' on text 'NVIDIA NVIDIA RTX 4000 Ada',20.0,70.0,4.0,1.0,SFF,False,Ada,6144.0,4.0,,,
GTX 1650,New,147.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/msi-nvidia-geforce-gtx-1650-graphic-card-4-gb-gddr6,Shopify_Wamatek,"SKU: 824142332849, Vendor: MSI",MSI NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,GTX_1650,regex,0.9,True,,regex: matched pattern 'GTX_1650' on text 'GeForce GTX 1650',4.0,75.0,0.0,2.0,Dual-slot,False,Turing,896.0,3.0,,,
RTX 4060,New,329.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/zotac-nvidia-geforce-rtx-4060-graphic-card-8-gb-gddr6,Shopify_Wamatek,"SKU: 810012084024, Vendor: ZOTAC International",Zotac NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,RTX_4060,regex,0.9,True,,regex: matched pattern 'RTX_4060' on text 'GeForce RTX 4060',8.0,115.0,0.0,2.0,Dual-slot,False,Ada,3072.0,4.0,,,
RTX 4070 Ti SUPER,New,815.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/gigabyte-nvidia-geforce-rtx-4070-ti-super-graphic-card-16-gb-gddr6x,Shopify_Wamatek,"SKU: 889523041260, Vendor: GIGABYTE Technology, Inc",Gigabyte NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,RTX_4070_TI_SUPER,regex,0.9,True,,regex: matched pattern 'RTX_4070_TI_SUPER' on text 'GeForce RTX 4070 Ti SUPER',16.0,285.0,0.0,2.0,Dual-slot,False,Ada,8448.0,4.0,,,
GTX 1660TI,New,356.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/asus-tuf-gaming-gtx-1660ti-evo,Shopify_Wamatek,"SKU: 195553419727, Vendor: ASUS - VGA NVIDIA",ASUS TUF GAMING GTX 1660TI EVO,GTX_1660_TI,regex,0.9,True,,regex: matched pattern 'GTX_1660_TI' on text 'GTX 1660TI',6.0,120.0,0.0,2.0,Dual-slot,False,Turing,1536.0,3.0,,,
RTX 4060 Ti,New,423.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/gigabyte-nvidia-geforce-rtx-4060-ti-graphic-card-8-gb-gddr6-2,Shopify_Wamatek,"SKU: 889523038642, Vendor: GIGABYTE Technology, Inc",Gigabyte NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,RTX_4060_TI,regex,0.9,True,,regex: matched pattern 'RTX_4060_TI' on text 'GeForce RTX 4060 Ti',16.0,165.0,0.0,2.0,Dual-slot,False,Ada,4352.0,4.0,,,
RTX 4070 SUPER,New,629.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/zotac-nvidia-geforce-rtx-4070-super-graphic-card-12-gb-gddr6x-4,Shopify_Wamatek,"SKU: 810012084536, Vendor: ZOTAC International",Zotac NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,RTX_4070_SUPER,regex,0.9,True,,regex: matched pattern 'RTX_4070_SUPER' on text 'GeForce RTX 4070 SUPER',12.0,220.0,0.0,2.0,Dual-slot,False,Ada,7168.0,4.0,,,
NVIDIA RTX A400 RETAIL,New,160.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/nvidia-rtx-a400-retail-pack,Shopify_Wamatek,"SKU: 751492788067, Vendor: PNY QUADRO",NVIDIA RTX A400 RETAIL PACK,RTX_4000_SFF_ADA,regex,0.9,True,,regex: matched pattern 'RTX_4000_SFF_ADA' on text 'RTX A400',20.0,70.0,4.0,1.0,SFF,False,Ada,6144.0,4.0,,,
RTX 4070 SUPER,New,629.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/zotac-nvidia-geforce-rtx-4070-super-graphic-card-12-gb-gddr6x,Shopify_Wamatek,"SKU: 0810012084765, Vendor: ZOTAC International",Zotac NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,RTX_4070_SUPER,regex,0.9,True,,regex: matched pattern 'RTX_4070_SUPER' on text 'GeForce RTX 4070 SUPER',12.0,220.0,0.0,2.0,Dual-slot,False,Ada,7168.0,4.0,,,
NVIDIA RTX A1000 BOARD,New,359.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/nvidia-rtx-a1000-board-only,Shopify_Wamatek,"SKU: 751492790695, Vendor: PNY Technologies",NVIDIA RTX A1000 BOARD ONLY,A1000,regex,0.9,True,,regex: matched pattern 'A1000' on text 'NVIDIA RTX A1000',8.0,50.0,0.0,1.0,Single-slot,False,Ampere,1280.0,4.0,,,
NVIDIA RTX A400 BOARD,New,146.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/nvidia-rtx-a400-board-only,Shopify_Wamatek,"SKU: 751492790688, Vendor: PNY QUADRO",NVIDIA RTX A400 BOARD ONLY,RTX_4000_SFF_ADA,regex,0.9,True,,regex: matched pattern 'RTX_4000_SFF_ADA' on text 'RTX A400',20.0,70.0,4.0,1.0,SFF,False,Ada,6144.0,4.0,,,
RTX 3050,New,226.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/phoenix-geforce-rtx-3050-evo,Shopify_Wamatek,"SKU: 0195553815468, Vendor: ASUS - VGA NVIDIA",PHOENIX GEFORCE RTX 3050 EVO,RTX_3050,regex,0.9,True,,regex: matched pattern 'RTX_3050' on text 'GEFORCE RTX 3050',8.0,130.0,0.0,2.0,Dual-slot,False,Ampere,2560.0,4.0,,,
IO Crest Component (YPbPr),New,29.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/io-crest-component-ypbpr-rca-audio-to-hdmi-1-3-1080p-hdtv-converter,Shopify_Wamatek,"SKU: 818263260990, Vendor: SYBA Multimedia, Inc",IO Crest Component (YPbPr) + RCA Audio to HDMI 1.3 1080p HDTV Converter,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
Mimo Monitors HDMI Capture,New,101.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/mimo-monitors-hdmi-capture-card-hcp-1080,Shopify_Wamatek,"SKU: 993246655854, Vendor: Mimo Monitors, Inc",Mimo Monitors HDMI Capture Card (HCP-1080),UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
KanexPro HDMI 1080,New,35.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/kanexpro-hdmi-1080p-usb-2-0-gaming-capture-dongle,Shopify_Wamatek,"SKU: 813982022607, Vendor: KanexPro",KanexPro HDMI 1080p USB 2.0 Gaming Capture Dongle,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
RTX 6000,New,11423.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/nvidia-rtx-6000-ada-48gb-4dp,Shopify_Wamatek,"SKU: 198122366484, Vendor: HP INC. - NSB OPTIONS",NVIDIA RTX 6000 ADA 48GB 4DP,RTX_6000_ADA,regex,0.9,True,,regex: matched pattern 'RTX_6000_ADA' on text 'NVIDIA RTX 6000 ADA',48.0,300.0,4.0,2.0,Dual-slot,True,Ada,18176.0,4.0,,,
INTEL ARC A380 6GB,New,221.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/intel-arc-a380-6gb-gddr6,Shopify_Wamatek,"SKU: 197961887921, Vendor: HP INC. - NSB OPTIONS",INTEL ARC A380 6GB GDDR6,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
Wisenet SKY Local Display,New,2080.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/wisenet-sky-local-display-station-decoder,Shopify_Wamatek,"SKU: 849688017968, Vendor: Hanwha Group",Wisenet SKY Local Display Station Decoder,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
GTX 1660 SUPER,New,325.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/tuf-nvidia-geforce-gtx-1660-super-graphic-card-6-gb-gddr6,Shopify_Wamatek,"SKU: 974565605560, Vendor: ASUS Computer International",TUF NVIDIA GeForce GTX 1660 SUPER Graphic Card - 6 GB GDDR6,GTX_1660_SUPER,regex,0.9,True,,regex: matched pattern 'GTX_1660_SUPER' on text 'GeForce GTX 1660 SUPER',6.0,125.0,0.0,2.0,Dual-slot,False,Turing,1408.0,3.0,,,
ASUS TUF GAMING CAPTURE,New,202.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/asus-tuf-gaming-capture-box,Shopify_Wamatek,"SKU: 195553150842, Vendor: ASUS - COMPONENTS",ASUS TUF GAMING CAPTURE BOX,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
ASUS ROG STRIX LC,New,1530.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/asus-rog-strix-lc-amd-radeon,Shopify_Wamatek,"SKU: 195553251815, Vendor: ASUS - AMD",ASUS ROG STRIX LC AMD RADEON,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
NV A5000 GRAPHICS CARD,New,2641.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/nv-a5000-graphics-card,Shopify_Wamatek,"SKU: 195892022633, Vendor: LENOVO OPTIONS",NV A5000 GRAPHICS CARD,RTX_A6000,fuzzy,0.6400000000000001,True,,fuzzy: matched 'A6000' with score 80.0,48.0,300.0,0.0,2.0,Dual-slot,True,Ampere,10752.0,4.0,,,
Radeon HD 5570,New,167.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/visiontek-amd-radeon-hd-5570-graphic-card-1-gb-gddr3-low-profile,Shopify_Wamatek,"SKU: 784090035004, Vendor: VisionTek Products, LLC",VisionTek AMD Radeon HD 5570 Graphic Card - 1 GB GDDR3 - Low-profile,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
RTX 6000,New,6733.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/pny-nvidia-rtx-6000-ada-graphic-card-48-gb-gddr6,Shopify_Wamatek,"SKU: 751492767246, Vendor: PNY Technologies",PNY NVIDIA RTX 6000 Ada Graphic Card - 48 GB GDDR6,RTX_6000_ADA,regex,0.9,True,,regex: matched pattern 'RTX_6000_ADA' on text 'NVIDIA RTX 6000 Ada',48.0,300.0,4.0,2.0,Dual-slot,True,Ada,18176.0,4.0,,,
Lenovo NVIDIA RTX A5500,New,4700.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/lenovo-nvidia-rtx-a5500-graphic-card-24-gb-gddr6,Shopify_Wamatek,"SKU: 195892072874, Vendor: Lenovo Group Limited",Lenovo NVIDIA RTX A5500 Graphic Card - 24 GB GDDR6,RTX_A5500,fuzzy,0.8,True,,fuzzy: matched 'NVIDIA RTX A5500' with score 100.0,24.0,230.0,0.0,2.0,Dual-slot,True,Ampere,7424.0,4.0,,,
RTX 4070 Ti,New,836.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/msi-nvidia-geforce-rtx-4070-ti-graphic-card-12-gb-gddr6x-3,Shopify_Wamatek,"SKU: 824142306451, Vendor: MSI",MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,RTX_4070_TI,regex,0.9,True,,regex: matched pattern 'RTX_4070_TI' on text 'GeForce RTX 4070 Ti',12.0,285.0,0.0,2.0,Dual-slot,False,Ada,7680.0,4.0,,,
RTX 3060,New,259.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/msi-nvidia-geforce-rtx-3060-graphic-card-8-gb-gddr6-1,Shopify_Wamatek,"SKU: 824142306956, Vendor: MSI",MSI NVIDIA GeForce RTX 3060 Graphic Card - 8 GB GDDR6,RTX_3060,regex,0.9,True,,regex: matched pattern 'RTX_3060' on text 'GeForce RTX 3060',12.0,170.0,0.0,2.0,Dual-slot,False,Ampere,3584.0,4.0,,,
RTX 3060 Ti,New,369.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/msi-nvidia-geforce-rtx-3060-ti-graphic-card-8-gb-gddr6x,Shopify_Wamatek,"SKU: 824142307953, Vendor: MSI",MSI NVIDIA GeForce RTX 3060 Ti Graphic Card - 8 GB GDDR6X,RTX_3060_TI,regex,0.9,True,,regex: matched pattern 'RTX_3060_TI' on text 'GeForce RTX 3060 Ti',8.0,200.0,0.0,2.0,Dual-slot,False,Ampere,4864.0,4.0,,,
RTX 4070,New,676.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/tuf-nvidia-geforce-rtx-4070-graphic-card-12-gb-gddr6x,Shopify_Wamatek,"SKU: 197105134799, Vendor: ASUS Computer International",TUF NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,RTX_4070,regex,0.9,True,,regex: matched pattern 'RTX_4070' on text 'GeForce RTX 4070',12.0,200.0,0.0,2.0,Dual-slot,False,Ada,5888.0,4.0,,,
NVIDIA NVIDIA Quadro RTX,New,6553.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/nvidia-nvidia-quadro-rtx-a6000-graphic-card-48-gb-gddr6-full-height-low-profile,Shopify_Wamatek,"SKU: 812674025292, Vendor: NVIDIA Corporation",NVIDIA NVIDIA Quadro RTX A6000 Graphic Card - 48 GB GDDR6 - Full-height/Low-profile,RTX_A6000,regex,0.9,True,,regex: matched pattern 'RTX_A6000' on text 'RTX A6000',48.0,300.0,0.0,2.0,Dual-slot,True,Ampere,10752.0,4.0,,,
RTX 4000,New,1202.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/nvidia-nvidia-rtx-4000-ada-graphic-card-20-gb-gddr6-full-height,Shopify_Wamatek,"SKU: 812674025469, Vendor: NVIDIA Corporation",NVIDIA NVIDIA RTX 4000 Ada Graphic Card - 20 GB GDDR6 - Full-height,RTX_4000_SFF_ADA,regex,0.9,True,,regex: matched pattern 'RTX_4000_SFF_ADA' on text 'NVIDIA NVIDIA RTX 4000 Ada',20.0,70.0,4.0,1.0,SFF,False,Ada,6144.0,4.0,,,
GTX 1650,New,147.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/msi-nvidia-geforce-gtx-1650-graphic-card-4-gb-gddr6,Shopify_Wamatek,"SKU: 824142332849, Vendor: MSI",MSI NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,GTX_1650,regex,0.9,True,,regex: matched pattern 'GTX_1650' on text 'GeForce GTX 1650',4.0,75.0,0.0,2.0,Dual-slot,False,Turing,896.0,3.0,,,
RTX 4060,New,329.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/zotac-nvidia-geforce-rtx-4060-graphic-card-8-gb-gddr6,Shopify_Wamatek,"SKU: 810012084024, Vendor: ZOTAC International",Zotac NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,RTX_4060,regex,0.9,True,,regex: matched pattern 'RTX_4060' on text 'GeForce RTX 4060',8.0,115.0,0.0,2.0,Dual-slot,False,Ada,3072.0,4.0,,,
RTX 4070 Ti SUPER,New,815.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/gigabyte-nvidia-geforce-rtx-4070-ti-super-graphic-card-16-gb-gddr6x,Shopify_Wamatek,"SKU: 889523041260, Vendor: GIGABYTE Technology, Inc",Gigabyte NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,RTX_4070_TI_SUPER,regex,0.9,True,,regex: matched pattern 'RTX_4070_TI_SUPER' on text 'GeForce RTX 4070 Ti SUPER',16.0,285.0,0.0,2.0,Dual-slot,False,Ada,8448.0,4.0,,,
GTX 1660TI,New,356.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/asus-tuf-gaming-gtx-1660ti-evo,Shopify_Wamatek,"SKU: 195553419727, Vendor: ASUS - VGA NVIDIA",ASUS TUF GAMING GTX 1660TI EVO,GTX_1660_TI,regex,0.9,True,,regex: matched pattern 'GTX_1660_TI' on text 'GTX 1660TI',6.0,120.0,0.0,2.0,Dual-slot,False,Turing,1536.0,3.0,,,
RTX 4060 Ti,New,423.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/gigabyte-nvidia-geforce-rtx-4060-ti-graphic-card-8-gb-gddr6-2,Shopify_Wamatek,"SKU: 889523038642, Vendor: GIGABYTE Technology, Inc",Gigabyte NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,RTX_4060_TI,regex,0.9,True,,regex: matched pattern 'RTX_4060_TI' on text 'GeForce RTX 4060 Ti',16.0,165.0,0.0,2.0,Dual-slot,False,Ada,4352.0,4.0,,,
RTX 4070 SUPER,New,629.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/zotac-nvidia-geforce-rtx-4070-super-graphic-card-12-gb-gddr6x-4,Shopify_Wamatek,"SKU: 810012084536, Vendor: ZOTAC International",Zotac NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,RTX_4070_SUPER,regex,0.9,True,,regex: matched pattern 'RTX_4070_SUPER' on text 'GeForce RTX 4070 SUPER',12.0,220.0,0.0,2.0,Dual-slot,False,Ada,7168.0,4.0,,,
NVIDIA RTX A400 RETAIL,New,160.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/nvidia-rtx-a400-retail-pack,Shopify_Wamatek,"SKU: 751492788067, Vendor: PNY QUADRO",NVIDIA RTX A400 RETAIL PACK,RTX_4000_SFF_ADA,regex,0.9,True,,regex: matched pattern 'RTX_4000_SFF_ADA' on text 'RTX A400',20.0,70.0,4.0,1.0,SFF,False,Ada,6144.0,4.0,,,
RTX 4070 SUPER,New,629.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/zotac-nvidia-geforce-rtx-4070-super-graphic-card-12-gb-gddr6x,Shopify_Wamatek,"SKU: 0810012084765, Vendor: ZOTAC International",Zotac NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,RTX_4070_SUPER,regex,0.9,True,,regex: matched pattern 'RTX_4070_SUPER' on text 'GeForce RTX 4070 SUPER',12.0,220.0,0.0,2.0,Dual-slot,False,Ada,7168.0,4.0,,,
NVIDIA RTX A1000 BOARD,New,359.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/nvidia-rtx-a1000-board-only,Shopify_Wamatek,"SKU: 751492790695, Vendor: PNY Technologies",NVIDIA RTX A1000 BOARD ONLY,A1000,regex,0.9,True,,regex: matched pattern 'A1000' on text 'NVIDIA RTX A1000',8.0,50.0,0.0,1.0,Single-slot,False,Ampere,1280.0,4.0,,,
NVIDIA RTX A400 BOARD,New,146.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/nvidia-rtx-a400-board-only,Shopify_Wamatek,"SKU: 751492790688, Vendor: PNY QUADRO",NVIDIA RTX A400 BOARD ONLY,RTX_4000_SFF_ADA,regex,0.9,True,,regex: matched pattern 'RTX_4000_SFF_ADA' on text 'RTX A400',20.0,70.0,4.0,1.0,SFF,False,Ada,6144.0,4.0,,,
RTX 3050,New,226.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/phoenix-geforce-rtx-3050-evo,Shopify_Wamatek,"SKU: 0195553815468, Vendor: ASUS - VGA NVIDIA",PHOENIX GEFORCE RTX 3050 EVO,RTX_3050,regex,0.9,True,,regex: matched pattern 'RTX_3050' on text 'GEFORCE RTX 3050',8.0,130.0,0.0,2.0,Dual-slot,False,Ampere,2560.0,4.0,,,
IO Crest Component (YPbPr),New,29.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/io-crest-component-ypbpr-rca-audio-to-hdmi-1-3-1080p-hdtv-converter,Shopify_Wamatek,"SKU: 818263260990, Vendor: SYBA Multimedia, Inc",IO Crest Component (YPbPr) + RCA Audio to HDMI 1.3 1080p HDTV Converter,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
Mimo Monitors HDMI Capture,New,101.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/mimo-monitors-hdmi-capture-card-hcp-1080,Shopify_Wamatek,"SKU: 993246655854, Vendor: Mimo Monitors, Inc",Mimo Monitors HDMI Capture Card (HCP-1080),UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
KanexPro HDMI 1080,New,35.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/kanexpro-hdmi-1080p-usb-2-0-gaming-capture-dongle,Shopify_Wamatek,"SKU: 813982022607, Vendor: KanexPro",KanexPro HDMI 1080p USB 2.0 Gaming Capture Dongle,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
RTX 6000,New,11423.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/nvidia-rtx-6000-ada-48gb-4dp,Shopify_Wamatek,"SKU: 198122366484, Vendor: HP INC. - NSB OPTIONS",NVIDIA RTX 6000 ADA 48GB 4DP,RTX_6000_ADA,regex,0.9,True,,regex: matched pattern 'RTX_6000_ADA' on text 'NVIDIA RTX 6000 ADA',48.0,300.0,4.0,2.0,Dual-slot,True,Ada,18176.0,4.0,,,
INTEL ARC A380 6GB,New,221.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/intel-arc-a380-6gb-gddr6,Shopify_Wamatek,"SKU: 197961887921, Vendor: HP INC. - NSB OPTIONS",INTEL ARC A380 6GB GDDR6,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
Wisenet SKY Local Display,New,2080.99,Unavailable,Wamatek,USA,Current,https://wamatek.com/products/wisenet-sky-local-display-station-decoder,Shopify_Wamatek,"SKU: 849688017968, Vendor: Hanwha Group",Wisenet SKY Local Display Station Decoder,UNKNOWN,none,0.0,True,Could not match to any known GPU model,,0.0,0.0,0.0,1.0,Standard,False,,,,,Model 'UNKNOWN' not found in GPU registry,
