title,bulk_notes,is_gpu
GeForce RTX 3050 LP 6G OC,"SKU: 824142348697, Vendor: MSI",1
Lenovo NVIDIA RTX A2000 Graphic Card - 12 GB GDDR6,"SKU: 889488598328, Vendor: Lenovo Group Limited",1
Lenovo NVIDIA Quadro P6000 Graphic Card - 24 GB,"SKU: 7C57A02895, Vendor: Lenovo Group Limited",0
TUF NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105134799, Vendor: ASUS Computer International",1
Matrox M-Series M9140 Graphics Card,"SKU: M9140-E512LAF, Vendor: Matrox",0
StarTech.com USB Video Capture Adapter Cable - S-Video/Composite to USB 2.0 - TWAIN Support - Analog to Digital Converter - Windows Only,"SKU: SVID2USB232, Vendor: StarTech.com",0
TUF NVIDIA GeForce RTX 3060 TI Graphic Card - 8 GB GDDR6X,"SKU: 195553963893, Vendor: ASUS Computer International",1
MSI AMD Radeon RX 6600 XT Graphic Card - 8 GB GDDR6,"SKU: 824142261408, Vendor: MSI",0
RADEON 6570 1GB DDR3DVI-I HDMI,"SKU: 810078050544, Vendor: VISIONTEK",0
HP AMD Radeon RX 6300 Graphic Card - 2 GB GDDR6 - Low-profile,"SKU: 197497168211, Vendor: HP Inc.",0
SFF-READY ASUS PRIME GEFORCE,"SKU: 0197105878068, Vendor: ASUS - VGA NVIDIA",0
Asus NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 197105182806, Vendor: ASUS Computer International",1
ASUS PRIME RADEON RX 9070 OC,"SKU: 197105860834, Vendor: ASUS - VGA NVIDIA",0
ASUS TUF GAMING GEFORCE RTX,"SKU: 197105890350, Vendor: ASUS - VGA NVIDIA",0
NVIDIA RTX A4000E 16GB 4DP GFX,"SKU: 196548978052, Vendor: HP Commercial Specialty",1
XTRA GO GC515 BLACK,"SKU: 850061690098, Vendor: AVERMEDIA",0
IP DECODER BOX OPTIMAL,"SKU: 4711280521630, Vendor: VISION SYSTEMS - GEOVISION",0
SIIG 1080p USB 3.0 3G-SDI Capture Device with Loopout - TAA Compliant,"SKU: CE-SD0K11-S1, Vendor: SIIG, Inc",0
AVerMedia Live Gamer Ultra (GC553),"SKU: GC553, Vendor: AVerMedia Technologies, Inc",0
VanCryst True 4K HDMI EDID Emulator Adapter,"SKU: VC081A, Vendor: ATEN Technology, Inc",0
ASUS TUF GAMING GEFORCE RTX,"SKU: 197105890336, Vendor: ASUS - VGA NVIDIA",0
Cisco NVIDIA Tesla A40 Graphic Card - 48 GB,"SKU: UCSX-GPU-A40-D, Vendor: Cisco Systems, Inc",1
AMX NMX-WP-N3510 MULTI-CHANNEL,"SKU: 718878025796, Vendor: HARMAN PRO",0
Lenovo NVIDIA L40S Graphic Card - 48 GB,"SKU: 889488712168, Vendor: Lenovo Group Limited",1
ASRock Intel Arc A380 Graphic Card - 6 GB GDDR6 - Low-profile,"SKU: 4710483943102, Vendor: ASRock, Inc",0
TUF AMD Radeon RX 6500 XT Graphic Card - 4 GB GDDR6,"SKU: 195553637664, Vendor: ASUS Computer International",0
ASUS TUF GAMING RADEON RX 9070,"SKU: 197105860827, Vendor: ASUS - VGA NVIDIA",0
MSI NVIDIA GeForce RTX 3060 Graphic Card - 8 GB GDDR6,"SKU: 824142259375, Vendor: MSI",1
NVIDIA NVLINK 3-SLOT BRG,"SKU: 195697639135, Vendor: HP INC. - NSB OPTIONS",0
"Plugable HDMI Capture Card USB 3.0 and USB-C, Record, Stream and Go Live with DSLR, 1080P 60FPS, HDMI Passthrough for Monitor","SKU: 819927011828, Vendor: Plugable Technologies",0
MSI NVIDIA GeForce RTX 3060 Ti Graphic Card - 8 GB GDDR6X,"SKU: 824142307953, Vendor: MSI",1
PRED BIFROST Radeon RX 7600,"SKU: 195133207263, Vendor: Acer America Corp.",0
HP AMD Radeon RX 6300 Graphic Card - 2 GB GDDR6 - Full-height,"SKU: 197497034288, Vendor: HP Inc.",0
ASUS TUF GAMING GEFORCE RTX,"SKU: 197105890336, Vendor: ASUS - VGA NVIDIA",0
GEFORCE RTX 4060 LP BRK OC,"SKU: 0197105454736, Vendor: ASUS - VGA NVIDIA",0
AVerMedia Live Gamer EXTREME 3 Plug and Play 4K Capture Card. TAA and NDAA Compliant,"SKU: 850036764120, Vendor: AVermedia Technology",0
INTEL ARC A380 6GB GDDR6,"SKU: 197961887921, Vendor: HP INC. - NSB OPTIONS",0
Gigabyte NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6,"SKU: 889523036563, Vendor: GIGABYTE Technology, Inc",1
Asus NVIDIA GeForce RTX 3050 Graphic Card - 8 GB GDDR6,"SKU: 195553645256, Vendor: ASUS Computer International",1
PNY NVIDIA Quadro RTX A4000 Graphic Card - 16 GB GDDR6,"SKU: 751492645209, Vendor: PNY Technologies",1
PNY NVIDIA RTX 4000 Ada Graphic Card - 20 GB GDDR6,"SKU: 751492790985, Vendor: PNY Technologies",1
Matrox M-Series M9120 Plus LP Graphics Card,"SKU: M9120-E512LAU1F, Vendor: Matrox",0
MSI NVIDIA GeForce RTX 3060 Graphic Card - 8 GB GDDR6,"SKU: 824142306956, Vendor: MSI",1
Asus ROG NVIDIA GeForce RTX 3080 Graphic Card - 10 GB GDDR6X,"SKU: 195553321761, Vendor: ASUS Computer International",1
Black Box DVI-D EDID Ghost,"SKU: 999566078243, Vendor: Black Box Corporation",0
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 824142335499, Vendor: MSI",1
DUAL-RX7900GRE-O16G,"SKU: 197105548626, Vendor: ASUS Computer International",0
MSI RTX 5090 32G GAMING TRIO OC,"SKU: 824142403266, Vendor: MSI",1
PNY NVIDIA RTX 4000 Ada Graphic Card - 20 GB GDDR6 - Low-profile,"SKU: 751492776781, Vendor: PNY Technologies",1
Marshall Professional 3G-SDI/HD-SDI to HDMI Converter with 3GSDI Loop-Out,"SKU: VAC-12SH, Vendor: Marshall Electronics, Inc",0
Asus NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 197105513181, Vendor: ASUS Computer International",1
AMD RADEON PRO W6400,"SKU: 727419314008, Vendor: AMD PRO GRAPHICS",0
MSI NVIDIA GeForce 210 Graphic Card - 1 GB GDDR3 - Low-profile,"SKU: 824241132142, Vendor: MSI",0
TUF NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105134799, Vendor: ASUS Computer International",1
MSI NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 0824142346785, Vendor: MSI",1
INTEL ARC A380 6GB GDDR6,"SKU: 197961887921, Vendor: HP INC. - NSB OPTIONS",0
RADEON 5450 SFF 512MB DDR3 3M,"SKU: 784090031358, Vendor: VisionTek Products, LLC",0
NVIDIA RTX 4000 ADA,"SKU: 751492776958, Vendor: PNY Technologies",1
Matrox M-Series M9138 Graphics Card,"SKU: M9138-E1024LAF, Vendor: Matrox",0
10PK P7224 VIDEO ENCODER BLADE,"SKU: 7331021037564, Vendor: Axis Communications",0
RADEON RX 550 2GB GDDR5 4X MDP,"SKU: 0810078050131, Vendor: VISIONTEK",0
ASUS TUF GAMING RADEON RX 9070,"SKU: 197105860803, Vendor: ASUS - VGA NVIDIA",0
AMD Radeon Pro WX 7100 Graphic Card - 8 GB GDDR5 - Full-height,"SKU: 818245780621, Vendor: Advanced Micro Devices, Inc",0
Panasonic AV-HS04M2 Video Expansion Card,"SKU: AVHS04M2, Vendor: Panasonic",0
Acer Intel Arc A750 Graphic Card - 8 GB GDDR6,"SKU: 195133206532, Vendor: Acer, Inc",0
AMD Radeon Pro W7500 Graphic Card - 8 GB GDDR6 - Full-height,"SKU: 727419314862, Vendor: Advanced Micro Devices, Inc",0
Panasonic AV-HS04M5 Video Expansion Card,"SKU: AV-HS04M5, Vendor: Panasonic",0
NVIDIA NVLINK A SERIES 3S SCB,"SKU: 751492642635, Vendor: PNY QUADRO",0
TUF NVIDIA GeForce RTX 3060 TI Graphic Card - 8 GB GDDR6X,"SKU: 195553963985, Vendor: ASUS Computer International",1
ASUS TUF GAMING RADEON RX 9070,"SKU: 197105860803, Vendor: ASUS - VGA NVIDIA",0
TUF NVIDIA GeForce RTX 3060 TI Graphic Card - 8 GB GDDR6X,"SKU: 195553963985, Vendor: ASUS Computer International",1
RADEON 5450 SFF 512MB DDR3 3M,"SKU: 784090031358, Vendor: VisionTek Products, LLC",0
Lenovo NVIDIA Quadro RTX T400 Graphic Card - 2 GB,"SKU: 889488600366, Vendor: Lenovo Group Limited",1
PNY NVIDIA RTX A2000 Graphic Card - 12 GB GDDR6 - Low-profile,"SKU: 751492653914, Vendor: PNY Technologies",1
AMX NMX-ENC-N3132-C SVSI H.264,"SKU: 718878024430, Vendor: HARMAN PRO",0
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105000889, Vendor: ASUS Computer International",0
Matrox TripleHead2Go DP Edition Multi-Display Adapter,"SKU: T2G-DP-MIF, Vendor: Matrox",0
Asus ROG NVIDIA GeForce RTX 3080 Graphic Card - 10 GB GDDR6X,"SKU: 195553321761, Vendor: ASUS Computer International",1
Lenovo NVIDIA RTX A1000 Graphic Card - 8 GB GDDR6,"SKU: 195892109693, Vendor: Lenovo Group Limited",1
Asus NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 197105471849, Vendor: ASUS Computer International",1
StarTech.com Composite and S-Video to VGA Video Scan Converter,"SKU: 065030844345, Vendor: StarTech.com",0
Matrox M-Series M9138 Graphics Card,"SKU: M9138-E1024LAF, Vendor: Matrox",0
VanCryst VC840 HDMI to 3G/HD/SD-SDI Converter-TAA Compliant,"SKU: VC840, Vendor: ATEN Technology, Inc",0
Gigabyte NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6 - Low-profile,"SKU: 0889523039281, Vendor: GIGABYTE Technology, Inc",0
Lenovo NVIDIA Tesla V100S Graphic Card - 32 GB - Full-height,"SKU: 4X67A13124, Vendor: Lenovo Group Limited",0
TUF AMD Radeon RX 7600 XT Graphic Card - 16 GB GDDR6,"SKU: 197105478213, Vendor: ASUS Computer International",0
Asus ROG AMD Radeon RX 6600 XT Graphic Card - 8 GB GDDR6,"SKU: 195553332781, Vendor: ASUS Computer International",0
NVIDIA RTX A1000 BOARD ONLY,"SKU: 751492790695, Vendor: PNY Technologies",1
AMD FirePro S7150 X2 Graphic Card - 16 GB GDDR5 - Full-height,"SKU: 100-505722, Vendor: Advanced Micro Devices, Inc",0
Matrox TripleHead2Go Digital Multi-Display Adapter,"SKU: T2G-D3D-IF, Vendor: Matrox",0
LIVE GAMER ULTRA 2.1 GC553G2,"SKU: 850036764465, Vendor: AVERMEDIA",0
Lenovo NVIDIA Quadro RTX T1000 Graphic Card - 8 GB GDDR6,"SKU: 889488600359, Vendor: Lenovo Group Limited",0
"Plugable HDMI Capture Card USB 3.0 and USB-C, Record, Stream and Go Live with DSLR, 1080P 60FPS, HDMI Passthrough for Monitor","SKU: 819927011828, Vendor: Plugable Technologies",0
ATEN VGA to HDMI Converter with Audio-TAA Compliant,"SKU: 818241319832, Vendor: ATEN Technology, Inc",0
TUF-RTX5070-O12G-GAMING,"SKU: 197105870352, Vendor: ASUS",1
Asus NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 197105650596, Vendor: ASUS Computer International",1
PNY NVIDIA T400 Graphic Card - 4 GB GDDR6 - Low-profile,"SKU: 751492654072, Vendor: PNY QUADRO",0
NVIDIA RTX A1000 BOARD ONLY,"SKU: 751492790695, Vendor: PNY Technologies",1
PRED BIFROST Radeon RX 7600,"SKU: 195133207263, Vendor: Acer America Corp.",0
TUF AMD Radeon RX 6500 XT Graphic Card - 4 GB GDDR6,"SKU: 195553637664, Vendor: ASUS Computer International",0
MSI NVIDIA GeForce RTX 3060 Graphic Card - 8 GB GDDR6,"SKU: 824142259375, Vendor: MSI",1
KanexPro HDMI 1080p USB 2.0 Gaming Capture Dongle,"SKU: 813982022607, Vendor: KanexPro",0
PNY GeForce RTX 5070 Ti Graphic Card - 16 GB GDDR7 - Full-height,"SKU: 0751492794600, Vendor: PNY Technologies",0
ASRock Intel Arc A380 Graphic Card - 6 GB GDDR6 - Low-profile,"SKU: 4710483943102, Vendor: ASRock, Inc",0
NV T400 4G Card,"SKU: 195892052920, Vendor: Lenovo",0
Asus NVIDIA GeForce RTX 3060 Graphic Card - 8 GB GDDR6,"SKU: 195553987509, Vendor: ASUS Computer International",1
Kramer VP-701xl Signal Converter,"SKU: VP-701XL, Vendor: Kramer Electronics LTD",0
Cisco AMD FirePro S7150 x2 Graphic Card,"SKU: HX-GPU-7150X2, Vendor: Cisco Systems, Inc",0
PNY NVIDIA RTX A2000 Graphic Card - 12 GB GDDR6 - Low-profile,"SKU: 751492653914, Vendor: PNY Technologies",1
MSI NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 0824142346785, Vendor: MSI",1
VanCryst VC010 VGA EDID Emulator-TAA Compliant,"SKU: 818276921659, Vendor: ATEN Technology, Inc",0
TUF AMD Radeon RX 7600 XT Graphic Card - 16 GB GDDR6,"SKU: 197105478213, Vendor: ASUS Computer International",0
VanCryst VC060 DVI EDID Emulator-TAA Compliant,"SKU: 0672792004186, Vendor: ATEN Technology, Inc",0
Lenovo NVIDIA RTX A2000 Graphic Card - 12 GB GDDR6,"SKU: 195892052937, Vendor: Lenovo Group Limited",1
Lenovo AMD Instinct MI210 Graphic Card - 64 GB HBM2e - Full-height,"SKU: 889488632091, Vendor: Lenovo Group Limited",0
VanCryst VC840 HDMI to 3G/HD/SD-SDI Converter-TAA Compliant,"SKU: 700315921365, Vendor: ATEN Technology, Inc",0
COMPOSITE SVIDEO HDMI CONVERTER,"SKU: 065030845274, Vendor: StarTech.com",0
SYBA Multimedia VGA Video + 3.5mm Audio Input to HDMI Output High-Definition Converter,"SKU: SY-ADA31050, Vendor: SYBA Multimedia, Inc",0
ASRock Intel Arc A310 Graphic Card - 4 GB GDDR6 - Low-profile,"SKU: 4710483943867, Vendor: ASRock, Inc",0
HDMI VIDEO H.264 H.265,"SKU: 662774045030, Vendor: SIIG",0
DT RADEON PRO NAVI31 XT-W MBA T,"SKU: 0727419314879, Vendor: AMD PRO GRAPHICS",0
NVIDIA RTX A1000 BOARD ONLY,"SKU: 751492790695, Vendor: PNY Technologies",1
Asus AMD Radeon RX 7800 XT Graphic Card - 16 GB GDDR6,"SKU: 0197105436176, Vendor: ASUS Computer International",0
VanCryst VC060 DVI EDID Emulator-TAA Compliant,"SKU: 0672792004186, Vendor: ATEN Technology, Inc",0
HPE NVIDIA A2 Graphic Card - 16 GB GDDR6 - Low-profile,"SKU: 190017587318, Vendor: HPE BTO SERVER OPTIONS",1
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105000902, Vendor: ASUS Computer International",0
ComNet FVR8014M1 Video Encoder,"SKU: FVR8014M1, Vendor: ACRE",0
"AMX Minimal Proprietary Compression Video Over IP Encoder with PoE, AES67 Support","SKU: 818261338080, Vendor: Harman Professional Solutions",0
AVerMedia Live Gamer 4K (GC573),"SKU: GC573, Vendor: AVerMedia Technologies, Inc",0
"VisionTek Radeon 6350 SFF 1GB DDR3 3M DMS59 (2x DVI-I, miniDP) w/ 2x DVI-I to VGA Adapter","SKU: 818215448650, Vendor: VisionTek Products, LLC",0
Cisco NVIDIA Grid K1 Graphic Card - Full-height,"SKU: 882658556111, Vendor: Cisco Systems, Inc",0
VisionTek AMD Radeon RX 560 Graphic Card - 4 GB GDDR5 - Low-profile,"SKU: 818275728556, Vendor: VisionTek Products, LLC",0
VanCryst VC840 HDMI to 3G/HD/SD-SDI Converter-TAA Compliant,"SKU: 700315921365, Vendor: ATEN Technology, Inc",0
SMART BUY INTEL ARC PRO A40 6GB,"SKU: 196548803316, Vendor: HP INC. - SB WORKSTATION OPTIONS",0
Gigabyte NVIDIA GeForce RTX 4070 Ti SUPER Graphic Card - 16 GB GDDR6X,"SKU: 889523041260, Vendor: GIGABYTE Technology, Inc",1
ASRock Intel Arc A770 Graphic Card - 16 GB GDDR6,"SKU: 4710483943546, Vendor: ASRock, Inc",0
TUF AMD Radeon RX 6500 XT Graphic Card - 4 GB GDDR6,"SKU: 195553637664, Vendor: ASUS Computer International",0
MSI NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 824142334942, Vendor: MSI",1
Wisenet SPE-1610 16CH Network Video Encoder,"SKU: SPE-1610, Vendor: Hanwha Group",0
ASRock Intel Arc A380 Graphic Card - 6 GB GDDR6 - Low-profile,"SKU: 4710483943102, Vendor: ASRock, Inc",0
GRAPHIC_BO RTX 2000 ADA 16GB,"SKU: 195892100201, Vendor: LENOVO OPTIONS",1
Black Box MCX S9 Video Encoder,"SKU: MCX-S9D-ENC, Vendor: Black Box Corporation",0
"AMX N-Series Windowing Processor, 4x1","SKU: 718878022795, Vendor: Harman International Industries, Inc",0
BU111 SDI TO USB3.0 CONVERTER,"SKU: 795522965264, Vendor: AVER INFORMATION",0
VisionTek AMD Radeon HD 5570 Graphic Card - 1 GB GDDR3 - Low-profile,"SKU: 784090035004, Vendor: VisionTek Products, LLC",0
QUADRO HB SLI 2-WAY 3-SLOT KIT,"SKU: 751492602622, Vendor: PNY QUADRO",0
MSI RTX 5080 16G VENTUS 3X OC PLUS,"SKU: 824142395851, Vendor: MSI",1
Gigabyte NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 889523038642, Vendor: GIGABYTE Technology, Inc",1
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105000902, Vendor: ASUS Computer International",0
Asus NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 197105663428, Vendor: ASUS Computer International",1
Black Box VGA/DVI to DVI-D Converter,"SKU: 822088055778, Vendor: Black Box Corporation",0
"AMX N-Series Windowing Processor, 4x1","SKU: 718878022795, Vendor: Harman International Industries, Inc",0
Lenovo NVIDIA L40 Graphic Card - 48 GB,"SKU: 889488666744, Vendor: Lenovo Group Limited",1
RTX 5070 TI 16G Video Card,"SKU: 824142402801, Vendor: MSI",1
Cisco NVIDIA GRID K2 Graphic Card - 8 GB GDDR5,"SKU: 882658556005, Vendor: Cisco Systems, Inc",0
Cisco NVIDIA Quadro RTX 8000 Graphic Card - 48 GB,"SKU: HX-GPU-RTX8000, Vendor: Cisco Systems, Inc",1
Asus NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105136649, Vendor: ASUS Computer International",1
MSI NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 824142311769, Vendor: MSI",1
Gigabyte NVIDIA GeForce RTX 5070 Graphic Card - 12 GB GDDR7,"SKU: 889523048429, Vendor: GIGABYTE Technology, Inc",1
ComNet FVR160S1 Video Encoder,"SKU: FVR160S1, Vendor: ACRE",0
Asus NVIDIA GeForce RTX 3050 Graphic Card - 8 GB GDDR6,"SKU: 195553772464, Vendor: ASUS Computer International",1
PNY NVIDIA RTX A2000 Graphic Card - 12 GB GDDR6 - Low-profile,"SKU: 751492653808, Vendor: PNY Technologies",1
Gigabyte NVIDIA GeForce RTX 4060 Ti Graphic Card - 8 GB GDDR6,"SKU: 889523038642, Vendor: GIGABYTE Technology, Inc",1
PNY NVIDIA GeForce RTX 5090 Graphic Card - 32 GB GDDR7,"SKU: 0751492794235, Vendor: PNY Technologies",1
Asus NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 0197105299412, Vendor: ASUS Computer International",1
TUF NVIDIA GeForce RTX 4070 Ti Graphic Card - 12 GB GDDR6X,"SKU: 195553964814, Vendor: ASUS Computer International",1
VisionTek UVC HD60 Capture Card 1080P,"SKU: 0784090040886, Vendor: VisionTek Products, LLC",0
Asus NVIDIA GeForce RTX 3050 Graphic Card - 8 GB GDDR6,"SKU: 195553645256, Vendor: ASUS Computer International",1
Wisenet SPE-1610 16CH Network Video Encoder,"SKU: SPE-1610, Vendor: Hanwha Group",0
RADEON RX560 4GB GDDR5 4M,"SKU: 784090039255, Vendor: VISIONTEK",0
Gigabyte NVIDIA GeForce RTX 4060 Graphic Card - 8 GB GDDR6,"SKU: 889523038574, Vendor: GIGABYTE Technology, Inc",1
Comprehensive VGA to HDMI and Audio Scaler Converter Box,"SKU: VGA2HD01, Vendor: Comprehensive Connectivity Company",0
PNY NVIDIA T400 Graphic Card - 4 GB GDDR6 - Low-profile,"SKU: 751492654072, Vendor: PNY QUADRO",0
HPE NVIDIA A2 Graphic Card - 16 GB GDDR6 - Low-profile,"SKU: 190017587318, Vendor: HPE BTO SERVER OPTIONS",1
TUF NVIDIA GeForce RTX 5090 Graphic Card - 32 GB GDDR7,"SKU: TUF-RTX5090-O32G-GAMING, Vendor: ASUS Computer International",1
AMX NMX-ENC-N2612S Encoder,"SKU: 718878035016, Vendor: Harman International Industries, Inc",0
Asus NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 197105432017, Vendor: ASUS Computer International",1
ASUS TUF GAMING GTX 1660TI EVO,"SKU: 195553419727, Vendor: ASUS - VGA NVIDIA",0
MSI NVIDIA GeForce GT 710 Graphic Card - 2 GB DDR3 SDRAM - Low-profile,"SKU: 824142126905, Vendor: MSI",0
VanCryst VC840 HDMI to 3G/HD/SD-SDI Converter-TAA Compliant,"SKU: 700315921365, Vendor: ATEN Technology, Inc",0
NVIDIA A16 64GB PCIe NonCEC A,"SKU: 190017546308, Vendor: Hewlett Packard Enterprise",1
MSI NVIDIA GeForce RTX 3060 Graphic Card - 8 GB GDDR6,"SKU: 824142259375, Vendor: MSI",1
PNY NVIDIA Quadro RTX 5000 Graphic Card - 32 GB GDDR6,"SKU: 751492778280, Vendor: PNY Technologies",1
"SIIG HDMI Over IP Encoder & Decoder Transceiver, TX/RX Mode Switching, Cascading, 1080p, 1 to 1 600ft","SKU: 662774046235, Vendor: SIIG, Inc",0
PNY NVIDIA T1000 Graphic Card - 4 GB GDDR6 - Low-profile,"SKU: 751492645827, Vendor: PNY Technologies",0
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 197105000889, Vendor: ASUS Computer International",0
XTRA GO GC515 BLACK,"SKU: 850061690098, Vendor: AVERMEDIA",0
Asus NVIDIA GeForce GTX 1650 Graphic Card - 4 GB GDDR6,"SKU: 195553321563, Vendor: ASUS Computer International",0
Bytecc HM104 BNC Composite and S-Video to VGA Converter (Wide screen),"SKU: HM104, Vendor: Bytecc, Inc",0
VisionTek Radeon 7750 2GB GDDR5 6M (6x MiniDP),"SKU: 0784090031808, Vendor: VisionTek Products, LLC",0
SIIG 1080p USB 3.0 3G-SDI Capture Device with Loopout - TAA Compliant,"SKU: CE-SD0K11-S1, Vendor: SIIG, Inc",0
GT 1030 4GD4 LP OC,"SKU: 824142327654, Vendor: MSI",0
PRED BIFROST Radeon RX 7600,"SKU: 195133207263, Vendor: Acer America Corp.",0
Asus NVIDIA GeForce GTX 1660 SUPER Graphic Card - 6 GB GDDR6,"SKU: 192876608784, Vendor: ASUS Computer International",0
HPE NVIDIA A2 Graphic Card - 16 GB GDDR6 - Low-profile,"SKU: 190017587318, Vendor: HPE BTO SERVER OPTIONS",1
VanCryst VC840 HDMI to 3G/HD/SD-SDI Converter-TAA Compliant,"SKU: VC840, Vendor: ATEN Technology, Inc",0
COMPONENT VGA TO HDMI ADAPTER,"SKU: 037332189400, Vendor: Eaton Corporation",0
NVIDIA L4 PCIE RETAIL SCB,"SKU: 0751492767147, Vendor: PNY QUADRO",0
PNY NVIDIA RTX 6000 Ada Graphic Card - 48 GB GDDR6,"SKU: 751492767246, Vendor: PNY Technologies",1
Live Streamer CAP 4K USB 3.0,"SKU: 795522966964, Vendor: AVermedia Technology",0
KanexPro HDMI 1080p USB 2.0 Gaming Capture Dongle,"SKU: 813982022607, Vendor: KanexPro",0
Aorus NVIDIA GeForce RTX 5080 Graphic Card - 16 GB GDDR7,"SKU: GV-N5080GAMINGOC16GD, Vendor: GIGABYTE Technology, Inc",1
RTX 5090 32G SUPRIM LIQ SOC,"SKU: 824142397503, Vendor: MSI",1
Wisenet SKY Local Display Station Decoder,"SKU: 849688017968, Vendor: Hanwha Group",0
AMX NMX-ENC-N2612S Encoder,"SKU: 718878035016, Vendor: Harman International Industries, Inc",0
PRIME-RTX5070-O12G,"SKU: 197105870406, Vendor: ASUS Computer International",1
PNY NVIDIA Quadro RTX 4500 Graphic Card - 24 GB GDDR6,"SKU: 751492779317, Vendor: PNY Technologies",1
ClearOne View Pro Encoder E120,"SKU: 910-0000-001, Vendor: ClearOne",0
Gigabyte NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6,"SKU: 889523036563, Vendor: GIGABYTE Technology, Inc",1
TUF-RTX5070-O12G-GAMING,"SKU: 197105870352, Vendor: ASUS",1
MSI NVIDIA GeForce RTX 3050 Graphic Card - 6 GB GDDR6,"SKU: 824142348727, Vendor: MSI",1
Gigabyte AMD Radeon RX 7700 XT Graphic Card - 12 GB GDDR6,"SKU: 0889523039274, Vendor: GIGABYTE Technology, Inc",0
Asus NVIDIA GeForce RTX 4070 SUPER Graphic Card - 12 GB GDDR6X,"SKU: 197105513181, Vendor: ASUS Computer International",1
THE SFF-READY ASUS PRIMEGEFORCE,"SKU: 197105868397, Vendor: ASUS - VGA NVIDIA",0
MSI NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6,"SKU: 824142240106, Vendor: MSI",1
Asus NVIDIA GeForce RTX 3050 Graphic Card - 8 GB GDDR6,"SKU: 195553815468, Vendor: ASUS Computer International",1
Ezrecorder 330 Capture,"SKU: 795522966575, Vendor: AVermedia Technology",0
GeoVision GV-800 Video Capturing Device,"SKU: 55-800EX-080, Vendor: GeoVision, Inc",0
TUF-RX7800XT-O16G-WHITE-GAMING,"SKU: 197105307926, Vendor: ASUS - AMD",0
Asus NVIDIA GeForce GT 1030 Graphic Card - 2 GB GDDR5 - Low-profile,"SKU: 889349750964, Vendor: ASUS Computer International",0
MSI NVIDIA GeForce RTX 4070 Graphic Card - 12 GB GDDR6X,"SKU: 824142319956, Vendor: MSI",1
Lenovo NVIDIA Quadro RTX 6000 Graphic Card - 24 GB GDDR6,"SKU: 4X60V13556, Vendor: Lenovo Group Limited",1
Gefen VGA & Audio to HD Scaler / Converter,"SKU: 997251583676, Vendor: Gefen",0
HP NVIDIA RTX 5000 Ada Graphic Card - 32 GB GDDR6 - Full-height,"SKU: 196548771929, Vendor: HP Inc.",1
ASUS TUF GAMING GEFORCE RTX,"SKU: 0197105878075, Vendor: ASUS - VGA NVIDIA",0
TUF NVIDIA GeForce RTX 3060 TI Graphic Card - 8 GB GDDR6X,"SKU: 195553963985, Vendor: ASUS Computer International",1
AMD RDNP W6600 8GB GDDR6 4DP,"SKU: 195697639050, Vendor: HP INC. - NSB OPTIONS",0
Asus NVIDIA GeForce RTX 3060 Graphic Card - 12 GB GDDR6,"SKU: 197105125353, Vendor: ASUS Computer International",1
Lenovo NVIDIA L40 Graphic Card - 48 GB,"SKU: 889488666744, Vendor: Lenovo Group Limited",1
BU111 SDI TO USB3.0 CONVERTER,"SKU: 795522965264, Vendor: AVER INFORMATION",0
"AMX N-Series Windowing Processor, 4x1","SKU: 718878022795, Vendor: Harman International Industries, Inc",0
